state,year,health_coverage_total,gini,democracy ,gdp_per_capita,left,center_left,total_left,inflation,trade_openness,foreign_direct_investment,external_debt
Peru,1958,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1959,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Peru,1960,NA,NA,0,NA,0,0,0,NA,41.58,NA,NA
Peru,1961,NA,NA,0,276,0,0,0,3.1,44.18,NA,NA
Peru,1962,NA,NA,0,304,0,0,0,4.6,43.07,NA,NA
Peru,1963,NA,NA,1,324,0,0,0,5.6,41.12,NA,NA
Peru,1964,NA,NA,2,381,0,0.683,0.683,13.5,38.33,NA,NA
Peru,1965,NA,NA,3,438,0,0.683,0.683,13,35.61,NA,NA
Peru,1966,NA,NA,4,504,0,0.683,0.683,9.2,35.67,NA,NA
Peru,1967,NA,NA,5,497,0,0.683,0.683,10.2,36.57,NA,NA
Peru,1968,NA,NA,5,448,0,0.683,0.683,18.1,37.99,NA,NA
Peru,1969,NA,NA,5,487,0,0,0,7.8,35.22,NA,NA
Peru,1970,NA,NA,5,548,0,0,0,9.4,33.89,-13960000,NA
Peru,1971,NA,NA,5,595,0,0,0,7.1,29.39,-3220000,NA
Peru,1972,NA,NA,5,641,0,0,0,7.8,28.91,60313000,NA
Peru,1973,NA,NA,5,746,0,0,0,13.5,29.45,95630000,NA
Peru,1974,NA,NA,5,915,0,0,0,15.4,36.43,62372000,NA
Peru,1975,NA,NA,5,1082,0,0,0,23.3,32.79,81105000,NA
Peru,1976,NA,NA,5,996,0,0,0,29.1,32.28,71889000,NA
Peru,1977,NA,NA,5,889,0,0,0,35.7,38.62,54100000,434.87
Peru,1978,NA,NA,5,739,0,0,0,59,40.79,2.50E+07,408.4
Peru,1979,NA,NA,5,920,0,0,0,73.5,46.83,7.10E+07,227.31
Peru,1980,NA,NA,6,1192,0,0,0,65.9,27.45,26900000,197.3
Peru,1981,NA,NA,7,1405,0.056,0.344,0.4,64.8,19.1,1.25E+08,207.03
Peru,1982,NA,NA,8,1363,0.056,0.344,0.4,65.2,19.59,4.80E+07,259.7
Peru,1983,NA,NA,9,1026,0.056,0.344,0.4,104,22.91,3.80E+07,299.59
Peru,1984,NA,NA,10,1040,0.056,0.344,0.4,109.9,23.06,-8.90E+07,310.16
Peru,1985,NA,NA,11,965,0.267,0.6,0.867,166.3,27.5,1.00E+06,329.13
Peru,1986,NA,NA,12,900,0.267,0.6,0.867,73.5,16.95,2.20E+07,441.16
Peru,1987,NA,NA,13,1170,0.267,0.6,0.867,84.7,13.18,3.20E+07,486.13
Peru,1988,NA,NA,14,593,0.267,0.6,0.867,372.5,15.56,2.60E+07,498.7
Peru,1989,NA,NA,15,1236,0.267,0.6,0.867,3780.1,17.87,5.90E+07,410.27
Peru,1990,NA,NA,16,1149,0.111,0.311,0.422,5048.8,30.27,4.10E+07,468.31
Peru,1991,NA,NA,17,1479,0.111,0.311,0.422,379.8,27.12,-7.00E+06,467.19
Peru,1992,NA,NA,17,1515,0,0,0,69.2,28.6,-7.90E+07,434.58
Peru,1993,NA,NA,17,1435,0,0,0,47.1,29.28,760588959,534.19
Peru,1994,NA,NA,17,1817,0,0,0,26.2,29.71,3289186723,456.56
Peru,1995,NA,NA,17,2132,0.017,0.075,0.092,12.9,31.64,2556981500,429.53
Peru,1996,NA,NA,17,2181,0.017,0.075,0.092,10.6,32.25,3471149000,367.44
Peru,1997,NA,0.532,17,2272,0.017,0.075,0.092,7.5,34.01,2139260000,326.54
Peru,1998,NA,NA,17,2141,0.017,0.075,0.092,6.3,33.23,1643949120,367.43
Peru,1999,NA,0.545,17,1913,0.017,0.075,0.092,3.9,33.4,1940008800,350.68
Peru,2000,NA,NA,17,1949,0,0.092,0.092,3.7,35.58,809696760,311.59
Peru,2001,39.3,0.525,18,1945,0,0.22,0.22,1.4,34.8,1144260000,303.34
Peru,2002,NA,NA,19,2020,0,0.22,0.22,0.5,34.83,2155836815,297.82
Peru,2003,NA,0.53,20,2136,0,0.22,0.22,0.8,36.67,1335007073,270.96
Peru,2004,NA,NA,21,2398,0,0.22,0.22,6.1,41.03,1599038389,209.68
Peru,2005,NA,NA,22,2675,0,0.22,0.22,2.6,46.87,2578719365,147.5
Peru,2006,NA,NA,23,3124,0,0.3,0.3,8.9,50.83,3466531061,107.8
Peru,2007,NA,0.5,24,3607,0,0.3,0.3,2.9,53.88,5490961307,99.16
Peru,2008,NA,0.476,25,4240,0,0.3,0.3,1.8,56.47,6923651285,96.06
Peru,2009,NA,0.469,26,4189,NA,NA,NA,1.7,46.42,6430652961,117.58
Peru,2010,NA,0.458,27,5075,NA,NA,NA,6,50.01,8454627588,105.42
Peru,2011,65,0.452,28,5759,NA,NA,NA,5.2,55.24,7664946687,88.17
Peru,2012,NA,0.449,29,6424,NA,NA,NA,2.1,52.27,11917776374,104.74
Peru,2013,NA,0.444,30,6660,NA,NA,NA,1.7,48.5,9298078237,116.67
Peru,2014,NA,NA,31,NA,NA,NA,NA,NA,46.14,NA,NA
Uruguay,1945,NA,NA,0,NA,0.03,0.586,0.616,NA,NA,NA,NA
Uruguay,1946,NA,NA,0,NA,0.03,0.586,0.616,NA,NA,NA,NA
Uruguay,1947,NA,NA,0,NA,0.071,0.475,0.546,NA,NA,NA,NA
Uruguay,1948,NA,NA,0,NA,0.071,0.475,0.546,NA,NA,NA,NA
Uruguay,1949,NA,NA,0,NA,0.071,0.475,0.546,NA,NA,NA,NA
Uruguay,1950,NA,NA,0,NA,0.071,0.475,0.546,NA,NA,NA,NA
Uruguay,1951,NA,NA,0,NA,0.04,0.535,0.575,NA,NA,NA,NA
Uruguay,1952,NA,NA,1,NA,0.04,0.535,0.575,NA,NA,NA,NA
Uruguay,1953,NA,NA,2,NA,0.04,0.535,0.575,NA,NA,NA,NA
Uruguay,1954,NA,NA,3,NA,0.04,0.535,0.575,NA,NA,NA,NA
Uruguay,1955,NA,NA,4,NA,0.051,0.515,0.566,NA,NA,NA,NA
Uruguay,1956,NA,NA,5,NA,0.051,0.515,0.566,NA,NA,NA,NA
Uruguay,1957,NA,NA,6,NA,0.051,0.515,0.566,NA,NA,NA,NA
Uruguay,1958,NA,NA,7,NA,0.051,0.515,0.566,NA,NA,NA,NA
Uruguay,1959,NA,NA,8,NA,0.051,0.384,0.435,NA,NA,NA,NA
Uruguay,1960,NA,NA,9,NA,0.051,0.384,0.435,NA,32.38,NA,NA
Uruguay,1961,NA,NA,10,603,0.051,0.384,0.435,18.4,28.97,NA,NA
Uruguay,1962,NA,NA,11,656,0.051,0.384,0.435,11.8,25.8,NA,NA
Uruguay,1963,NA,NA,12,584,0.03,0.444,0.474,19.9,24.08,NA,NA
Uruguay,1964,NA,NA,13,741,0.03,0.444,0.474,40.3,23.33,NA,NA
Uruguay,1965,NA,NA,14,701,0.03,0.444,0.474,62.1,29.8,NA,NA
Uruguay,1966,NA,NA,15,664,0.03,0.444,0.474,72.4,28.69,NA,NA
Uruguay,1967,NA,NA,16,581,0.051,0.505,0.556,78.6,27.76,NA,NA
Uruguay,1968,NA,NA,17,574,0.051,0.505,0.556,116.2,27.39,NA,NA
Uruguay,1969,NA,NA,18,717,0.051,0.505,0.556,27.1,25.53,NA,NA
Uruguay,1970,NA,NA,19,761,0.051,0.505,0.556,4.2,29.08,2130000,NA
Uruguay,1971,NA,NA,19,996,0.051,0.505,0.556,31.7,21.71,-830000,NA
Uruguay,1972,NA,NA,19,776,0.182,0,0.182,69.2,30.33,-1140000,NA
Uruguay,1973,NA,NA,19,1405,0,0,0,191.6,19.92,1390000,NA
Uruguay,1974,NA,NA,19,1448,0,0,0,28.5,31.27,-80000,NA
Uruguay,1975,NA,NA,19,1250,0,0,0,66,37.06,22640000,NA
Uruguay,1976,NA,NA,19,1291,0,0,0,47.3,39.64,3150000,NA
Uruguay,1977,NA,NA,19,1440,0,0,0,55.6,42.56,6.60E+07,NA
Uruguay,1978,NA,NA,19,1707,0,0,0,46.8,40,128800000,NA
Uruguay,1979,NA,NA,19,2480,0,0,0,79.2,38,215500000,NA
Uruguay,1980,NA,NA,19,3486,0,0,0,54.8,35.66,289500000,NA
Uruguay,1981,NA,NA,19,3764,0,0,0,27.3,34.24,48600000,NA
Uruguay,1982,NA,NA,19,3107,0,0,0,18.2,31.62,-13700000,NA
Uruguay,1983,NA,NA,19,1716,0,0,0,53.7,49.29,5600000,NA
Uruguay,1984,NA,NA,19,1621,0,0,0,56.3,47.96,3400000,NA
Uruguay,1985,NA,NA,20,1571,0.212,0,0.212,74,47.86,-7900000,NA
Uruguay,1986,NA,NA,21,1940,0.212,0,0.212,71,46.48,3.70E+07,NA
Uruguay,1987,NA,NA,22,2416,0.212,0,0.212,72.8,40.85,50100000,NA
Uruguay,1988,NA,NA,23,2676,0.212,0,0.212,74.6,39.79,46800000,NA
Uruguay,1989,NA,NA,24,2732,0.212,0,0.212,76.1,41.19,37700000,NA
Uruguay,1990,NA,0.492,25,2990,0.212,0.091,0.303,106.8,41.63,41540000,NA
Uruguay,1991,NA,NA,26,3578,0.212,0.091,0.303,100.8,38.55,32340000,NA
Uruguay,1992,NA,0.416,27,4082,0.212,0.091,0.303,59.6,40.07,11300000,NA
Uruguay,1993,NA,NA,28,4721,0.212,0.091,0.303,47.9,38.68,101500000,NA
Uruguay,1994,NA,0.423,29,5459,0.212,0.091,0.303,39,40.15,154500000,NA
Uruguay,1995,NA,NA,30,5985,0.313,0.051,0.364,41,38.1,156600000,NA
Uruguay,1996,NA,NA,31,6317,0.313,0.051,0.364,26.4,39.53,136800000,NA
Uruguay,1997,NA,0.43,32,7329,0.313,0.051,0.364,27.5,37.71,126400000,NA
Uruguay,1998,NA,NA,33,7712,0.313,0.051,0.364,12.4,35.64,164100000,NA
Uruguay,1999,NA,0.44,34,7248,0.313,0.051,0.364,4.3,33.39,235300000,NA
Uruguay,2000,NA,0.447,35,6873,0,0.44,0.44,3.5,36.71,268589000,NA
Uruguay,2001,NA,0.452,36,6282,0,0.44,0.44,4.8,36.31,296794928,NA
Uruguay,2002,98.2,0.455,37,4089,0,0.44,0.44,12.6,40.03,193748505,NA
Uruguay,2003,NA,NA,38,3622,0,0.44,0.44,16.5,51.76,416407520,NA
Uruguay,2004,NA,0.464,39,4118,0,0.44,0.44,10.1,61.48,332369488,NA
Uruguay,2005,NA,0.451,40,5222,0,0.525,0.525,0.7,58.88,826626704,NA
Uruguay,2006,NA,NA,41,5879,0,0.525,0.525,6.5,61.97,1508350269,NA
Uruguay,2007,NA,0.457,42,7013,0,0.525,0.525,9.4,59.21,1358736506,NA
Uruguay,2008,NA,0.446,43,9068,0,0.525,0.525,8,65.21,2141969341,NA
Uruguay,2009,NA,0.433,44,9065,NA,NA,NA,5.6,53.41,1602591813,NA
Uruguay,2010,NA,0.422,45,11531,NA,NA,NA,4.7,51.69,2191067967,NA
Uruguay,2011,98.6,0.402,46,13961,NA,NA,NA,9,53.28,2690094197,NA
Uruguay,2012,NA,0.38,47,14728,NA,NA,NA,7.4,54.94,2569214901,NA
Uruguay,2013,NA,0.383,48,16351,NA,NA,NA,7.6,49.71,3040151836,NA
Uruguay,2014,NA,0.382,49,NA,NA,NA,NA,NA,48.92,2754181052,NA
Venezuela,1945,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1946,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1947,NA,NA,0,NA,0.013,0.869,0.882,NA,NA,NA,NA
Venezuela,1948,NA,NA,0,NA,0.027,0.791,0.818,NA,NA,NA,NA
Venezuela,1949,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1950,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1951,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1952,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1953,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1954,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1955,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1956,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1957,NA,NA,0,NA,0,0,0,NA,NA,NA,NA
Venezuela,1958,NA,NA,1,NA,0,0,0,NA,NA,NA,NA
Venezuela,1959,NA,NA,2,NA,0.053,0.811,0.864,NA,NA,NA,NA
Venezuela,1960,NA,NA,3,NA,0.053,0.811,0.864,NA,43.26,NA,NA
Venezuela,1961,NA,NA,4,1133,0.053,0.811,0.864,0.5,43.99,NA,NA
Venezuela,1962,NA,NA,5,1208,0.053,0.811,0.864,1.9,44.26,NA,NA
Venezuela,1963,NA,NA,6,1258,0.053,0.811,0.864,3.9,42.55,NA,NA
Venezuela,1964,NA,NA,7,1037,0,0.654,0.654,1,42.81,NA,NA
Venezuela,1965,NA,NA,8,1056,0,0.654,0.654,2.3,42.8,NA,NA
Venezuela,1966,NA,NA,9,1073,0,0.654,0.654,3.6,39.41,NA,NA
Venezuela,1967,NA,NA,10,1077,0,0.654,0.654,0.9,39.87,NA,NA
Venezuela,1968,NA,NA,11,1142,0,0.654,0.654,2,39.62,NA,NA
Venezuela,1969,NA,NA,12,1150,0.023,0.575,0.598,3.3,38.65,NA,NA
Venezuela,1970,NA,NA,13,1212,0.023,0.575,0.598,1.1,37.82,-2.30E+07,52.73
Venezuela,1971,NA,NA,14,1305,0.023,0.575,0.598,9.7,39.25,2.11E+08,59.85
Venezuela,1972,NA,NA,15,1387,0.023,0.575,0.598,7.5,37.98,-3.76E+08,76.47
Venezuela,1973,NA,NA,16,1637,0.023,0.575,0.598,11.5,41.85,-8.40E+07,54.58
Venezuela,1974,NA,NA,17,2364,0.06,0.575,0.635,45.9,55.36,-4.30E+08,22.75
Venezuela,1975,NA,NA,18,2466,0.06,0.575,0.635,5,50.75,4.18E+08,22.7
Venezuela,1976,NA,NA,19,2749,0.06,0.575,0.635,7.3,50.87,-8.89E+08,48.18
Venezuela,1977,NA,NA,20,3097,0.06,0.575,0.635,9.9,53.25,-3.00E+06,98.57
Venezuela,1978,NA,NA,21,3287,0.06,0.575,0.635,7.3,51.96,6.70E+07,153.21
Venezuela,1979,NA,NA,22,3811,0.09,0.477,0.567,19,50.63,8.80E+07,147.82
Venezuela,1980,NA,NA,23,4447,0.09,0.477,0.567,26,50.6,5.50E+07,132.16
Venezuela,1981,NA,NA,24,4855,0.09,0.477,0.567,12.9,48.76,1.84E+08,131.13
Venezuela,1982,NA,NA,25,4796,0.09,0.477,0.567,3.7,46.94,2.57E+08,159.93
Venezuela,1983,NA,NA,26,4784,0.09,0.477,0.567,6.6,30.72,8.60E+07,220.99
Venezuela,1984,NA,NA,27,3317,0.085,0.595,0.68,14.6,45.59,1.80E+07,195.65
Venezuela,1985,NA,NA,28,3344,0.085,0.595,0.68,10.5,42.18,6.80E+07,205.62
Venezuela,1986,NA,NA,29,3311,0.085,0.595,0.68,2.9,40.06,1.60E+07,305.24
Venezuela,1987,NA,NA,30,2481,0.085,0.595,0.68,33.3,44.81,2.10E+07,268.39
Venezuela,1988,NA,NA,31,3114,0.085,0.595,0.68,21.8,47.8,8.90E+07,273.46
Venezuela,1989,NA,NA,32,2189,0.095,0.517,0.612,88.7,55.21,2.13E+08,207.97
Venezuela,1990,NA,0.471,33,2382,0.095,0.517,0.612,41.7,59.63,4.51E+08,154.55
Venezuela,1991,NA,NA,34,2559,0.095,0.517,0.612,21.4,57.58,1.92E+09,183.89
Venezuela,1992,NA,0.471,35,2826,0.095,0.517,0.612,28.2,55.26,6.29E+08,221.07
Venezuela,1993,NA,NA,36,2746,0.095,0.517,0.612,31.6,54.14,3.72E+08,211.88
Venezuela,1994,NA,0.486,37,2614,0,0.602,0.602,62.9,53.16,8.13E+08,191.35
Venezuela,1995,NA,NA,38,3390,0,0.602,0.602,51.8,48.92,9.85E+08,158.02
Venezuela,1996,NA,NA,39,3026,0,0.602,0.602,115.5,57.84,2.18E+09,129.43
Venezuela,1997,NA,0.507,40,3729,0,0.602,0.602,38.4,51.25,6.20E+09,144.71
Venezuela,1998,NA,NA,41,3890,0,0.602,0.602,18.9,43.6,4.99E+09,204.45
Venezuela,1999,NA,0.498,42,4092,0.01,0.507,0.517,26.2,42.07,2.89E+09,176.86
Venezuela,2000,NA,0.468,43,4800,0.01,0.507,0.517,29.5,47.86,4.70E+09,113.22
Venezuela,2001,NA,0.486,44,4942,0.03,0.327,0.357,8,42.14,3.68E+09,129.06
Venezuela,2002,NA,0.5,45,3667,0.03,0.327,0.357,33,48.58,7.82E+08,126.87
Venezuela,2003,NA,NA,46,3242,0.03,0.327,0.357,34.9,50.58,2.04E+09,127.71
Venezuela,2004,NA,0.47,47,4282,0.03,0.327,0.357,34,55.37,1.48E+09,91.5
Venezuela,2005,NA,0.49,48,5445,0.03,0.327,0.357,29.6,60.13,2.71E+09,74.1
Venezuela,2006,NA,0.447,48,6748,0.764,0.186,0.95,17.9,58.67,1.98E+08,58.29
Venezuela,2007,NA,0.427,48,8330,0.764,0.186,0.95,15.4,56.2,2.52E+09,69.27
Venezuela,2008,NA,0.412,48,11223,0.764,0.186,0.95,30.1,51.83,1.26E+09,62.94
Venezuela,2009,NA,0.416,48,11525,NA,NA,NA,7.8,38.52,-2.55E+09,131.22
Venezuela,2010,NA,0.394,48,13559,NA,NA,NA,45.9,46.14,1.90E+09,139.52
Venezuela,2011,NA,0.397,48,10728,NA,NA,NA,28.2,49.64,3.89E+09,114.11
Venezuela,2012,NA,0.405,48,12729,NA,NA,NA,14.1,50.4,2.20E+09,117.12
Venezuela,2013,NA,0.407,48,14415,NA,NA,NA,59.9,54.28,6.93E+09,NA
Venezuela,2014,NA,NA,48,NA,NA,NA,NA,NA,NA,NA,NA
